5.480069855300000199e+04 -3.649430729096493451e+02 1.107783851321943354e-02
5.480643158499999845e+04 -3.650580194240701530e+02 1.114201507056348378e-02
5.481168096700000024e+04 -3.651628735706183875e+02 1.119283990455002126e-02
5.481764453399999911e+04 -3.652802421517411631e+02 1.121938606630988600e-02
5.482237342000000353e+04 -3.653712535617461299e+02 1.120454251850731310e-02
5.483136997100000008e+04 -3.655377252155643646e+02 1.106944281019838980e-02
5.483536140000000159e+04 -3.656083180519021312e+02 1.096495265679174602e-02
5.483946263000000181e+04 -3.656785426532856604e+02 1.083370226082193584e-02
5.484557412399999885e+04 -3.657785601415878318e+02 1.060729706032382744e-02
5.485036579299999721e+04 -3.658528614574037192e+02 1.042045745180946240e-02
5.485036589200000162e+04 -3.658528629534678771e+02 1.042045363195694303e-02
5.485537210300000152e+04 -3.659263653716800491e+02 1.023566382810629956e-02
5.485537219200000254e+04 -3.659263666392829464e+02 1.023566074959278253e-02
5.486123694699999760e+04 -3.660067150308093460e+02 1.005816842530319298e-02
5.486123703599999862e+04 -3.660067162003694534e+02 1.005816618688861776e-02
5.486636483900000167e+04 -3.660714392290375372e+02 9.957948426885080556e-03
5.486636487199999829e+04 -3.660714396279218477e+02 9.957947980435579924e-03
5.487154658699999709e+04 -3.661310956091053868e+02 9.922734959856741727e-03
5.487154664300000150e+04 -3.661310962205955661e+02 9.922734964999032833e-03
5.487626533500000369e+04 -3.661799105202715623e+02 9.953070202687409884e-03
5.487626626799999940e+04 -3.661799196195489117e+02 9.953082022798863740e-03
5.488229088700000284e+04 -3.662338019702995666e+02 1.007354360809183114e-02
5.488229094800000166e+04 -3.662338024646170425e+02 1.007354524077844204e-02
5.489328436800000054e+04 -3.663042681550303996e+02 1.045864507287250396e-02
5.490517470199999661e+04 -3.663334493461343300e+02 1.090639671302726273e-02
5.490517543399999704e+04 -3.663334494967388650e+02 1.090641962047874704e-02
5.491108701899999869e+04 -3.663277624923268263e+02 1.105735855254071608e-02
5.491108773600000131e+04 -3.663277609586040171e+02 1.105737222122803176e-02
5.492337163400000281e+04 -3.662714590562703165e+02 1.108845975815457054e-02
5.492337251600000309e+04 -3.662714528991558041e+02 1.108844651274105975e-02
5.492821617800000240e+04 -3.662333135108153783e+02 1.098252187455085217e-02
5.492821633299999667e+04 -3.662333121554270861e+02 1.098251745554344912e-02
5.493326640400000178e+04 -3.661848639169385820e+02 1.080708597859725631e-02
5.493326659099999961e+04 -3.661848619706945556e+02 1.080707840737790346e-02
5.493826176700000360e+04 -3.661292493161779475e+02 1.058243143790069465e-02
5.493826251700000284e+04 -3.661292404554098994e+02 1.058239488406193321e-02
5.494415310100000352e+04 -3.660556746128986561e+02 1.028191856200951632e-02
5.494415612500000134e+04 -3.660556350400923975e+02 1.028176145909048302e-02
5.494934996400000091e+04 -3.659856550368777448e+02 1.002009587842301805e-02
5.495397400400000333e+04 -3.659211630969551834e+02 9.820577529573772460e-03
5.495397433699999965e+04 -3.659211584210144679e+02 9.820564959831561830e-03
5.495813362400000187e+04 -3.658628557721954735e+02 9.689916801763235471e-03
5.496230540499999915e+04 -3.658054870652378554e+02 9.621537842249635805e-03
5.496230547500000102e+04 -3.658054861196891920e+02 9.621537287334919197e-03
5.496712733499999740e+04 -3.657423926206799365e+02 9.633695910795520012e-03
5.497220548199999757e+04 -3.656819777762325998e+02 9.755307370027520297e-03
5.497220557499999995e+04 -3.656819767416684499e+02 9.755310567983559167e-03
5.497616718899999978e+04 -3.656407408019419449e+02 9.920170357178280732e-03
5.497616755499999999e+04 -3.656407372720825606e+02 9.920188042801626749e-03
5.497996988299999794e+04 -3.656071927245296251e+02 1.012403077700242161e-02
5.497997066600000107e+04 -3.656071864935800022e+02 1.012407640188353608e-02
5.498505277100000239e+04 -3.655732465688018920e+02 1.044112663772046867e-02
5.498505394299999898e+04 -3.655732403199255600e+02 1.044120309933526357e-02
5.502509518799999933e+04 -3.658819369950078340e+02 1.132909298121478371e-02
5.503305553399999917e+04 -3.660593727392265464e+02 1.092416924093762495e-02
5.503675706599999830e+04 -3.661498166913837622e+02 1.071012340420522332e-02
5.504895976299999893e+04 -3.664637936946429022e+02 1.005981746226343801e-02
5.505398513400000229e+04 -3.665914543361183178e+02 9.872875691456379707e-03
5.505780343900000298e+04 -3.666842527421869704e+02 9.775644104237453738e-03
5.505780356100000063e+04 -3.666842556285814112e+02 9.775641636568931092e-03
5.506195994200000132e+04 -3.667789975785395313e+02 9.714717204321949434e-03
5.506196004499999981e+04 -3.667789998286406785e+02 9.714716251918253595e-03
5.506776600899999903e+04 -3.668965726607693227e+02 9.700267247117040637e-03
5.506776636599999620e+04 -3.668965792664000105e+02 9.700268546201437983e-03
5.507299756000000343e+04 -3.669838567302014667e+02 9.741679547358089025e-03
5.507299872299999697e+04 -3.669838738920078072e+02 9.741692982280336643e-03
5.507300409100000252e+04 -3.669839530913567387e+02 9.741755014024437373e-03
5.507799851599999965e+04 -3.670475113889224303e+02 9.810819453329840817e-03
5.507799880699999630e+04 -3.670475144785645512e+02 9.810823972577363897e-03
5.508387824299999920e+04 -3.670942531155561710e+02 9.906226045809920708e-03
5.508387826199999836e+04 -3.670942532142913137e+02 9.906226355891761121e-03
5.508889937400000053e+04 -3.671079757991057591e+02 9.984369085924279727e-03
5.508889951000000292e+04 -3.671079758304587699e+02 9.984371062962739754e-03
5.509260901900000317e+04 -3.671018307049441773e+02 1.003444467885967160e-02
5.509260971299999801e+04 -3.671018282379630477e+02 1.003445326684863220e-02
5.509589928900000086e+04 -3.670845623288361708e+02 1.007154292222374459e-02
5.509590001099999790e+04 -3.670845573151525514e+02 1.007155024783432280e-02
5.509978643999999622e+04 -3.670498054194604265e+02 1.010565253576073928e-02
5.509978727400000207e+04 -3.670497963024334922e+02 1.010565870828447274e-02
5.510578287000000273e+04 -3.669661978761682235e+02 1.013767089598103903e-02
5.510578293600000325e+04 -3.669661967605549080e+02 1.013767111707868963e-02
5.510985960799999884e+04 -3.668893940995611729e+02 1.014605069492174362e-02
5.510986000700000295e+04 -3.668893858252143332e+02 1.014605101376725611e-02
5.511478444699999818e+04 -3.667765535596171276e+02 1.014280748054894633e-02
5.511981294000000344e+04 -3.666408239843702290e+02 1.012474235391549668e-02
5.511981395299999713e+04 -3.666407947327527950e+02 1.012473717851572821e-02
5.513084545200000139e+04 -3.662848116342946696e+02 1.002768116645530970e-02
5.513084609400000045e+04 -3.662847890956026049e+02 1.002767296753244441e-02
5.513554249900000286e+04 -3.661159255387097460e+02 9.959210362926504412e-03
5.513554257900000084e+04 -3.661159226032875722e+02 9.959209052718484209e-03
5.515056663699999626e+04 -3.655522151327170377e+02 9.645359614115361913e-03
5.515056681499999831e+04 -3.655522085127150262e+02 9.645355459503207607e-03
5.516369972799999960e+04 -3.650908667173247295e+02 9.385597593877857345e-03
5.516370078300000023e+04 -3.650908326082997064e+02 9.385583877661326721e-03
5.516971107199999824e+04 -3.649068041751865508e+02 9.337405319408334861e-03
5.516971116199999960e+04 -3.649068015838506085e+02 9.337405081845353422e-03
5.517468714899999759e+04 -3.647718137851370557e+02 9.347978716527228019e-03
5.517468813300000329e+04 -3.647717887888423434e+02 9.347985491469775962e-03
5.518047148000000016e+04 -3.646372027672304057e+02 9.417479576067285321e-03
5.518047250199999689e+04 -3.646371812184559644e+02 9.417496670309897025e-03
5.518458299999999872e+04 -3.645571140830483046e+02 9.497028659972261977e-03
5.518458357699999760e+04 -3.645571037795166376e+02 9.497041118500684428e-03
5.518836785100000270e+04 -3.644952499256110627e+02 9.583700726101890971e-03
5.518836947800000053e+04 -3.644952258016421069e+02 9.583739471624984699e-03
5.519336139299999923e+04 -3.644312155328944982e+02 9.702308008174582304e-03
5.519336142999999720e+04 -3.644312151323856597e+02 9.702308858048231191e-03
5.520239862900000298e+04 -3.643653156818986076e+02 9.865085696062640686e-03
5.520239961800000310e+04 -3.643653118775036432e+02 9.865096689822123316e-03
5.520649027200000273e+04 -3.643556457104159563e+02 9.893791648617150311e-03
5.520649105399999826e+04 -3.643556450002002407e+02 9.893793778596180269e-03
5.521031434099999751e+04 -3.643571535310852596e+02 9.888156158278911187e-03
5.521031523200000083e+04 -3.643571550169783677e+02 9.888151091076134019e-03
5.521643328699999984e+04 -3.643790086115470217e+02 9.814443094482126068e-03
5.521643409799999790e+04 -3.643790129825081863e+02 9.814428579343486420e-03
5.522043457199999830e+04 -3.644049370703069712e+02 9.730932834780877533e-03
5.522043476399999781e+04 -3.644049385162100521e+02 9.730928343737526090e-03
5.522451818900000217e+04 -3.644397259586360747e+02 9.629455936325401200e-03
5.522451830100000370e+04 -3.644397270186906894e+02 9.629453061619514670e-03
5.523029475999999704e+04 -3.645012820601083945e+02 9.488590576945434008e-03
5.523029497599999740e+04 -3.645012846007625740e+02 9.488585917227738975e-03
5.523446100899999874e+04 -3.645531768422130199e+02 9.415228839909556280e-03
5.523446113599999808e+04 -3.645531785068209842e+02 9.415227206873847884e-03
5.524043114400000195e+04 -3.646361420135783078e+02 9.393649085686999606e-03
5.524043126099999790e+04 -3.646361437224095425e+02 9.393649882797243736e-03
5.524534134900000208e+04 -3.647101579055704974e+02 9.475000912457455862e-03
5.524534193000000232e+04 -3.647101669076412236e+02 9.475016335416237487e-03
5.524944912199999817e+04 -3.647749629524351462e+02 9.617908076472732326e-03
5.524944969400000264e+04 -3.647749721210240637e+02 9.617932551386711507e-03
5.525435541699999885e+04 -3.648547393831431691e+02 9.869051453471409940e-03
5.525435567499999888e+04 -3.648547436287900041e+02 9.869066602613619718e-03
5.525939403199999651e+04 -3.649383404935641693e+02 1.019248068262795445e-02
5.525939424700000382e+04 -3.649383440838731190e+02 1.019249537563201267e-02
5.526841965299999720e+04 -3.650897322441123833e+02 1.081186387044098113e-02
5.529032643200000166e+04 -3.654530001824706460e+02 1.136777633061513727e-02
5.529032683099999849e+04 -3.654530066951687672e+02 1.136776742707229504e-02
