5.485037013699999807e+04 9.765137000000000123e-03 2.247826999999999985e-04
5.485537629000000015e+04 9.456542999999999546e-03 1.904060000000000062e-04
5.486124072699999670e+04 9.505859000000000184e-03 3.718697999999999882e-04
5.486636845999999787e+04 9.350585999999999273e-03 2.084610999999999886e-04
5.487154985499999748e+04 9.258301000000000031e-03 2.136254000000000028e-04
5.487626817100000335e+04 9.640137000000000012e-03 1.900231000000000001e-04
5.488229334499999823e+04 9.323242000000000682e-03 2.082661999999999881e-04
5.490517482700000255e+04 1.046923999999999945e-02 2.058258999999999783e-03
5.491108645599999727e+04 1.147020999999999978e-02 2.744444999999999871e-03
5.492337129699999787e+04 1.677050999999999889e-02 1.260999000000000061e-03
5.492821446899999864e+04 1.627734000000000125e-02 7.987385999999999965e-04
5.493326423500000237e+04 1.612743999999999983e-02 6.953519999999999927e-04
5.493825873799999681e+04 1.686816000000000010e-02 7.637246000000000095e-04
5.494415000200000213e+04 1.641650000000000054e-02 2.416006999999999964e-03
5.496230069399999775e+04 1.923534999999999828e-02 1.362649000000000065e-03
5.497220006100000319e+04 1.446875000000000071e-02 1.577354999999999903e-03
5.497616168900000048e+04 1.477294999999999997e-02 1.469809999999999997e-03
5.497996383300000161e+04 1.931543000000000149e-02 1.095882000000000063e-03
5.498504884100000345e+04 1.533886999999999924e-02 5.703321000000000345e-04
5.503304832100000203e+04 1.009570000000000085e-02 3.605592999999999819e-04
5.503674999799999932e+04 1.698975000000000138e-02 3.042496999999999910e-03
5.504895648100000108e+04 9.120605000000000379e-03 1.201021000000000033e-04
5.505397992099999828e+04 9.444335999999999356e-03 1.495833000000000015e-04
5.505779861199999868e+04 8.873535000000000103e-03 1.641548999999999960e-04
5.506195532300000195e+04 9.229492000000000598e-03 1.360935999999999873e-04
5.506776180700000259e+04 8.968749999999999292e-03 2.060362000000000044e-04
5.507299467600000207e+04 9.041992000000000432e-03 1.386677000000000005e-04
